date,apport,lacher,stock
2017-12-06,3.195,2.12,601.754
2017-12-07,1.388,1.635,602.076
2017-12-08,1.329,2.121,601.941
2017-12-09,0.91,1.6500000000000001,601.766
2017-12-10,1.605,2.171,601.873
2017-12-11,1.121,1.776,601.861
2017-12-12,0.8959999999999999,2.334,600.914
2017-12-13,0.681,1.788,600.35
2017-12-14,0.84,2.329,599.4979999999999
2017-12-15,0.794,1.763,599.082
2017-12-16,1.462,4.646,1196.262
2017-12-17,2.222,4.324,596.664
2017-12-18,2.553,5.294,594.605
2017-12-19,3.3400000000000003,1.695,596.943
2017-12-20,1.7790000000000001,2.25,597.151
2017-12-21,1.964,1.684,598.098
2017-12-22,9.666,2.02,606.28
2017-12-23,2.71,1.46,607.985
2017-12-24,1.762,2.227,608.162
2017-12-25,1.223,1.668,608.42
2017-12-26,1.345,2.283,608.151
2017-12-27,1.269,1.556,608.283
2017-12-28,2.141,2.005,608.894
2017-12-29,17.341,1.901,624.949
2017-12-30,10.013,4.335,631.217
2017-12-31,4.356,1.668,567.52
2018-01-01,2.048,6.574,625.884
2018-01-02,1.319,4.159999999999999,623.295
2018-01-03,1.906,2.941,622.601
2018-01-04,2.229,1.51,623.732
2018-01-05,2.746,2.065,624.73
2018-01-06,2.537,1.5150000000000001,626.114
2018-01-07,1.965,1.959,626.2620000000001
2018-01-08,1.4989999999999999,1.427,626.636
2018-01-09,1.175,2.053,625.697
2018-01-10,1.062,1.43,625.659
2018-01-11,0.598,1.655,624.751
2018-01-12,3.662,1.443,627.527
2018-01-13,64.426,1.897,690.047
2018-01-14,11.618,1.803,690.821
2018-01-15,5.478,1.004,695.2620000000001
2018-01-16,4.407,0.586,715.346
2018-01-17,4.172,0.906,718.792
2018-01-18,3.751,0.948,721.847
2018-01-19,3.3190000000000004,0.982,724.525
2018-01-20,1.9940000000000002,0.988,725.824
2018-01-21,1.532,0.979,726.478
2018-01-22,1.721,0.9349999999999999,727.389
2018-01-23,1.215,1.18,727.556
2018-01-24,1.709,1.193,728.2399999999999
2018-01-25,1.679,1.27,728.865
2018-01-26,1.607,1.201,729.352
2018-01-27,1.436,3.2470000000000003,727.646
2018-01-28,1.166,2.512,726.498
2018-01-29,0.808,1.6219999999999999,725.8109999999999
2018-01-30,0.742,1.541,725.0459999999999
2018-01-31,1.141,1.3739999999999999,725.116
2018-02-01,0.69,1.249,724.778
2018-02-02,1.017,1.2570000000000001,724.8149999999999
2018-02-03,0.772,1.347,724.506
2018-02-04,1.033,1.216,724.393
2018-02-05,1.282,1.347,724.543
2018-02-06,1.11,1.731,724.296
2018-02-07,0.794,1.344,723.932
2018-02-08,1.85,1.687,724.383
2018-02-09,1.388,1.299,724.713
2018-02-10,4.516,1.408,728.157
2018-02-11,10.889,3.0300000000000002,736.301
2018-02-12,12.621,5.095,744.111
2018-02-13,8.039,3.079,749.298
2018-02-14,15.875,2.348,762.897
2018-02-15,30.812,5.229,788.455
2018-02-16,16.154999999999998,4.7059999999999995,799.8389999999999
2018-02-17,9.544,2.935,806.424
2018-02-18,5.2379999999999995,1.907,809.534
2018-02-19,6.922000000000001,3.152,813.3829999999999
2018-02-20,5.649,2.349,816.996
2018-02-21,32.747,5.489,844.6759999999999
2018-02-22,21.634999999999998,6.068,860.459
2018-02-23,19.608,5.514,874.528
2018-02-24,27.673,5.619,896.5559999999999
2018-02-25,17.393,2.988,911.032
2018-02-26,18.366,4.508,925.269
2018-02-27,20.397,3.188,942.483
2018-02-28,9.679,1.903,950.181
2018-03-01,6.282,1.963,954.3629999999999
2018-03-02,4.105,1.554,956.716
2018-03-03,1.566,0.959,800.927
2018-03-04,6.274,1.12,962.299
2018-03-05,4.28,2.6060000000000003,963.904
2018-03-06,4.567,1.782,966.591
2018-03-07,4.923,2.032,969.265
2018-03-08,2.451,1.311,970.274
2018-03-09,2.265,1.62,970.818
2018-03-11,2.088,1.528,972.206
2018-03-12,1.725,1.03,972.589
2018-03-13,1.692,1.568,972.4340000000001
2018-03-14,1.344,1.059,972.4449999999999
2018-03-15,1.273,1.461,971.943
2018-03-16,1.479,1.52,971.638
2018-03-17,1.1300000000000001,1.5310000000000001,971.039
2018-03-18,1.738,1.054,971.4259999999999
2018-03-19,1.576,1.655,971.093
2018-03-20,1.9669999999999999,1.183,971.658
2018-03-21,1.497,1.9050000000000002,971.0360000000001
2018-03-22,1.417,2.33,969.9770000000001
2018-03-23,7.0840000000000005,2.501,974.4609999999999
2018-03-24,27.898000000000003,3.024,999.293
2018-03-25,14.832,4.866,1009.178
2018-03-26,21.944,4.463,1026.617
2018-03-27,23.733999999999998,9.272,1041.003
2018-03-28,15.956,10.398000000000001,1043.534
2018-03-29,10.237,6.425,1047.184
2018-03-30,6.337000000000001,2.2,1051.071
2018-03-31,6.129,2.323,1054.675
2018-04-01,5.007,1.4979999999999998,1057.797
2018-04-02,3.9709999999999996,2.063,1059.7540000000001
2018-04-03,4.072,1.988,1061.879
2018-04-04,2.818,2.158,1062.56
2018-04-05,1.188,2.434,1061.317
2018-04-06,2.566,1.44,1062.347
2018-04-07,1.9169999999999998,1.657,1062.521
2018-04-08,1.854,2.233,1061.986
2018-04-09,2.875,3.502,1061.463
2018-04-10,1.448,2.166,1060.74
2018-04-11,1.176,1.736,1060.257
2018-04-12,1.315,2.7969999999999997,1058.721
2018-04-13,1.889,1.7930000000000001,1058.8120000000001
2018-04-14,1.133,2.185,1057.784
2018-04-15,0.7949999999999999,1.63,1056.954
2018-04-16,1.415,2.172,1056.092
2018-04-17,1.219,1.628,1055.701
2018-04-18,0.989,2.574,1054.228
2018-04-19,1.42,1.737,1054.116
2018-04-20,1.123,2.733,1052.754
2018-04-21,1.8319999999999999,1.721,1053.006
2018-04-22,1.3139999999999998,2.5100000000000002,1051.652
2018-04-23,1.342,1.749,1051.285
2018-04-24,1.166,2.642,1049.916
2018-04-25,0.7739999999999999,1.736,1049.032
2018-04-26,0.757,2.86,1046.958
2018-04-27,0.453,1.794,1045.542
2018-04-28,0.776,2.785,1043.676
2018-04-29,0.562,1.811,1042.638
2018-04-30,0.725,2.85,1040.545
2018-05-01,0.415,1.873,1039.215
2018-05-02,1.662,2.851,1038.327
2018-05-03,20.447,3.914,1055.209
2018-05-04,14.946,9.298,1060.649
2018-05-05,3.479,2.586,1061.296
2018-05-06,1.342,2.887,1059.304
2018-05-07,4.335999999999999,4.053,1059.223
2018-05-08,2.86,2.415,1059.358
2018-05-09,3.088,1.56,1060.672
2018-05-10,1.256,2.589,1059.276
2018-05-11,1.5090000000000001,1.586,1059.078
2018-05-12,2.989,2.5170000000000003,1059.427
2018-05-13,1.58,1.526,1059.353
2018-05-14,0.885,2.416,1057.437
2018-05-15,0.779,1.578,1056.352
2018-05-16,0.418,2.6300000000000003,1053.777
2018-05-17,0.715,1.998,1052.395
2018-05-18,0.538,2.878,1050.2069999999999
2018-05-19,1.738,3.852,1048.206
2018-05-20,0.637,2.97,1045.941
2018-05-21,0.9099999999999999,1.95,1045.094
2018-05-22,4.874,1.615,1048.237
2018-05-23,7.341,3.214,1052.568
2018-05-24,2.712,1.8259999999999998,1053.458
2018-05-25,0.768,2.9370000000000003,1051.285
2018-05-27,0.403,3.057,1047.441
2018-05-28,1.095,1.9949999999999999,1046.376
2018-05-29,1.9020000000000001,3.275,1044.857
2018-05-30,0.724,2.246,1043.429
2018-05-31,0.619,3.4000000000000004,1040.27
2018-06-01,0.424,2.177,1038.703
2018-06-02,0.28900000000000003,3.441,1035.516
2018-06-03,0.478,2.284,1033.633
2018-06-04,0.462,3.7059999999999995,1030.279
2018-06-05,0.33,3.63,1026.924
2018-06-06,0.225,2.136,1024.767
2018-06-07,0.41,3.434,1021.479
2018-06-08,0.33799999999999997,2.339,1019.555
2018-06-09,0.37,3.7359999999999998,1016.188
2018-06-10,0.215,2.335,1013.866
2018-06-11,0.266,3.8169999999999997,1010.156
2018-06-12,0.249,3.67,1006.4850000000001
2018-06-13,0.375,4.144,1003.073
2018-06-14,0.124,5.675,997.395
2018-06-15,0.11599999999999999,4.359,993.229
2018-06-16,0.187,5.691,987.987
2018-06-17,0.295,2.224,986.061
2018-06-18,1.2730000000000001,3.747,983.334
2018-06-19,1.4340000000000002,389.26399999999995,939.304
2018-06-20,0.3,1.524,671.015
2018-06-21,0.41400000000000003,1.549,669.351
2018-06-22,1.2089999999999999,389.504,789.083
2018-06-23,3.102,3.644,977.0160000000001
2018-06-24,0.475,2.22,975.0459999999999
2018-06-25,0.688,3.48,972.023
2018-06-26,0.262,3.216,968.4309999999999
2018-06-27,0.274,2.046,965.944
2018-06-29,0.29400000000000004,2.074,959.89
2018-06-30,0.547,3.386,956.53
2018-07-01,0.388,2.17,954.222
2018-07-02,0.41800000000000004,3.9819999999999998,950.2479999999999
2018-07-03,0.396,2.139,948.062
2018-07-04,0.335,3.9459999999999997,943.759
2018-07-05,0.386,2.05,941.498
2018-07-06,0.127,2.073,785.946
2018-07-07,0.418,2.0949999999999998,934.745
2018-07-08,0.325,4.465,930.083
2018-07-09,0.313,1.9769999999999999,927.8919999999999
2018-07-10,0.332,4.143,923.691
2018-07-11,0.359,2.195,921.401
2018-07-12,0.165,4.111,916.966
2018-07-13,0.38,2.0919999999999996,914.652
2018-07-14,0.3,4.146999999999999,910.2779999999999
2018-07-15,0.405,2.206,907.889
2018-07-16,0.104,4.087,903.313
2018-07-17,0.364,2.108,901.0409999999999
2018-07-18,0.351,4.126,896.463
2018-07-19,0.43800000000000006,2.225,894.044
2018-07-20,0.39,4.082,889.772
2018-07-21,0.593,2.133,887.355
2018-07-22,0.6910000000000001,3.809,883.346
2018-07-23,0.761,2.1,881.358
2018-07-24,0.221,4.476,876.247
2018-07-25,0.74,2.392,874.075
2018-07-26,0.632,4.359999999999999,869.919
2018-07-27,0.41100000000000003,2.353,867.359
2018-07-28,0.43400000000000005,4.125,863.205
2018-07-29,0.653,2.2960000000000003,861.188
2018-07-30,0.72,4.234,857.273
2018-08-01,0.419,4.023,850.546
2018-08-02,0.631,2.085,848.678
2018-08-03,0.33,2.7,478.784
2018-08-04,0.861,2.169,842.727
2018-08-05,6.4910000000000005,3.687,845.492
2018-08-06,4.5809999999999995,1.654,848.35
2018-08-07,5.8629999999999995,0.656,616.173
2018-08-08,8.507,1.4669999999999999,855.176
2018-08-09,4.4639999999999995,1.663,862.822
2018-08-10,1.3559999999999999,1.669,803.808
2018-08-11,1.397,2.1430000000000002,857.067
2018-08-12,4.813999999999999,1.94,864.29
2018-08-13,2.02,3.187,862.9879999999999
2018-08-14,0.758,1.696,861.8
2018-08-15,3.705,3.62,861.5409999999999
2018-08-16,0.562,2.2520000000000002,859.477
2018-08-17,0.594,3.42,856.48
2018-08-18,4.1690000000000005,2.165,858.653
2018-08-19,7.894,3.151,862.1899999999999
2018-08-20,4.896,1.8900000000000001,868.39
2018-08-21,2.039,2.582,867.952
2018-08-22,1.515,1.277,868.27
2018-08-23,0.807,1.704,867.0419999999999
2018-08-24,2.087,1.818,867.381
2018-08-25,1.762,1.537,750.002
2018-08-26,1.452,1.454,865.8199999999999
2018-08-27,0.363,2.542,862.775
2018-08-28,0.354,1.4449999999999998,860.8199999999999
2018-08-29,0.24,2.758,858.645
2018-08-30,0.733,1.681,857.403
2018-08-31,0.608,2.835,854.778
2018-09-01,0.34199999999999997,1.799,852.758
2018-09-02,0.429,3.3569999999999998,849.385
2018-09-03,0.836,1.855,848.016
2018-09-04,1.398,2.973,846.169
2018-09-05,2.0580000000000003,2.121,845.87
2018-09-06,1.025,2.139,844.592
2018-09-07,1.588,2.0460000000000003,844.4250000000001
2018-09-08,1.749,2.018,844.33
2018-09-09,1.776,3.055,843.119
2018-09-10,0.478,2.1759999999999997,841.385
2018-09-11,1.285,2.77,839.706
2018-09-12,0.7220000000000001,1.885,838.3
2018-09-13,2.161,3.12,837.319
2018-09-14,1.352,1.938,836.802
2018-09-15,1.553,3.3449999999999998,835.257
2018-09-16,0.264,1.857,833.531
2018-09-17,1.726,2.759,832.537
2018-09-18,5.5889999999999995,2.038,836.188
2018-09-19,1.638,2.953,835.102
2018-09-20,1.2770000000000001,1.803,834.799
2018-09-21,14.243,2.728,846.697
2018-09-22,10.033,2.706,854.404
2018-09-23,25.727999999999998,7.292000000000001,872.906
2018-09-24,2.9499999999999997,3.2960000000000003,872.355
2018-09-25,0.9819999999999999,2.23,870.8290000000001
2018-09-26,1.158,2.745,869.105
2018-09-27,0.754,2.38,867.104
2018-09-28,0.338,1.606,865.519
2018-09-29,0.9449999999999998,2.732,863.488
2018-09-30,1.5470000000000002,2.806,861.784
2018-10-01,0.306,2.3600000000000003,859.253
2018-10-02,11.677,2.178,868.773
2018-10-03,18.786,2.705,884.5889999999999
2018-10-04,9.324,3.76,890.149
2018-10-05,12.21,9.638,892.68
2018-10-06,5.564,3.651,894.92
2018-10-07,1.272,1.752,893.8530000000001
2018-10-08,1.78,2.7199999999999998,892.802
2018-10-09,2.2,2.12,892.953
2018-10-10,3.939,1.076,895.6370000000001
2018-10-11,3.699,1.7750000000000001,898.239
2018-10-12,3.57,1.068,900.382
2018-10-13,2.489,1.8179999999999998,900.727
2018-10-14,13.541,3.253,910.749
2018-10-15,4.032,3.7319999999999998,910.463
2018-10-16,3.651,1.741,911.871
2018-10-17,1.691,1.652,911.638
2018-10-18,135.399,16.596,1030.3509999999999
2018-10-19,67.033,27.277999999999995,1069.84
2018-10-20,12.741999999999999,15.769,1067.045
2018-10-21,3.333,11.05,1062.655
2018-10-22,5.098999999999999,1.821,1072.138
2018-10-23,24.113,4.423,1092.5
2018-10-24,16.295,7.339,1102.808
2018-10-25,7.485,3.221,1108.196
2018-10-26,6.344,0.722,1113.798
2018-10-27,4.583,2.479,1115.255
2018-10-28,2.219,1.059,1115.679
2018-10-29,1.666,1.109,1115.607
2018-10-30,0.423,0.971,1114.233
2018-10-31,0.6599999999999999,1.14,1113.064
2018-11-01,0.859,1.198,1111.806
2018-11-02,15.279,1.58,1125.1490000000001
2018-11-03,10.939,7.793,1127.958
2018-11-04,29.888,4.864,1155.309
2018-11-05,20.249000000000002,7.657,1169.224
2018-11-06,7.788,4.745,1173.4969999999998
2018-11-07,8.866,2.795,1180.085
2018-11-08,6.003,3.036,1182.751
2018-11-09,2.769,0.9289999999999999,1184.9869999999999
2018-11-10,14.807,1.0519999999999998,1198.943
2018-11-11,12.945,8.148,1203.433
2018-11-12,2.952,3.036,1203.732
2018-11-13,1.8370000000000002,1.5839999999999999,1205.05
2018-11-14,3.185,1.093,1207.1370000000002
2018-11-15,4.468,1.026,1210.135
2018-11-16,5.935,7.712,1208.091
2018-11-17,1.117,2.589,1206.288
2018-11-18,1.437,1.962,1207.074
2018-11-19,3.608,0.918,1209.46
2018-11-20,2.2520000000000002,1.509,1209.873
2018-11-21,3.449,1.012,1211.792
2018-11-23,0.656,1.006,1205.802
2018-11-24,0.9319999999999999,1.528,1203.3909999999998
2018-11-25,5.5040000000000004,1.017,1207.442
2018-11-26,2.5669999999999997,1.5299999999999998,1208.276
2018-11-27,2.4210000000000003,2.009,1208.329
2018-11-28,3.5240000000000005,2.78,1208.722
2018-11-29,4.229,3.456,1208.85
2018-11-30,2.596,4.341,1206.881
2018-12-01,2.306,2.877,1206.029
2018-12-02,29.449,14.702,1220.54
2018-12-03,14.197999999999999,13.85,1220.71
2018-12-04,3.404,3.58,1220.229
2018-12-05,2.653,1.01,1221.57
2018-12-06,2.148,1.386,1222.021
2018-12-07,2.393,1.686,1222.527
2018-12-08,2.997,1.161,1224.343
2018-12-09,1.773,0.875,1224.962
2018-12-10,1.137,1.5999999999999999,1224.228
2018-12-11,0.898,0.869,1223.857
2018-12-12,1.542,3.993,1221.124
2018-12-13,2.092,3.3989999999999996,1219.601
2018-12-14,1.7309999999999999,1.762,1219.214
2018-12-15,46.309,9.702,1255.694
2018-12-16,24.849999999999998,29.791,1250.593
2018-12-17,5.16,15.257,1240.234
2018-12-18,7.557,3.065,1244.336
2018-12-19,4.3260000000000005,1.016,1247.54
2018-12-20,2.576,1.164,1248.717
2018-12-21,2.09,0.905,1249.702
2018-12-22,2.854,1.589,1250.667
2018-12-23,1.695,0.87,1251.23
2018-12-24,1.6079999999999999,1.415,1251.049
2018-12-25,1.157,0.913,1251.142
2018-12-26,1.82,1.5470000000000002,1251.1889999999999
2018-12-27,1.542,0.909,1251.578
2018-12-28,1.552,1.479,1251.444
2018-12-29,1.774,0.878,1252.171
2018-12-30,1.355,1.537,1251.694
2018-12-31,0.615,0.877,1251.132
2019-01-01,0.971,2.292,1249.576
2019-01-02,1.295,0.9580000000000001,1249.74
2019-01-03,1.381,1.357,1249.406
2019-01-04,1.43,1.848,1248.719
2019-01-05,1.333,4.115,1245.621
2019-01-06,1.8050000000000002,0.704,1246.566
2019-01-07,4.104,0.877,1249.542
2019-01-08,2.6999999999999997,1.8090000000000002,1250.272
2019-01-09,2.878,9.216,1243.796
2019-01-10,15.604999999999999,2.051,1257.193
2019-01-11,22.59,14.98,1264.5420000000001
2019-01-12,15.813,12.609000000000002,1267.632
2019-01-13,15.233,5.72,1277.023
2019-01-14,16.583,16.179000000000002,1277.134
2019-01-15,9.397,4.983,1281.364
2019-01-16,7.306,1.82,1286.377
2019-01-18,6.1899999999999995,2.9050000000000002,1292.192
2019-01-19,5.133,10.732999999999999,1286.366
2019-01-20,6.415,3.8160000000000003,1288.666
2019-01-21,3.168,2.076,1289.493
2019-01-22,4.477,3.315,1290.456
2019-01-23,9.975999999999999,4.417,1295.838
2019-01-24,21.772,13.321,1304.093
2019-01-25,87.08,23.21,1367.88
2019-01-26,55.745000000000005,35.165,1428.452
2019-01-27,19.518,31.613,1419.667
2019-01-28,20.141000000000002,30.866,1416.142
2019-01-29,54.443,17.447,1463.691
2019-01-30,53.627,17.043,1528.737
2019-01-31,59.028999999999996,24.308999999999997,1564.443
2019-02-01,28.432000000000002,28.275,1566.3500000000001
2019-02-02,22.201,23.093,1567.98
2019-02-03,24.823,15.257,1582.236
2019-02-04,32.789,5.896,1614.729
2019-02-05,93.89699999999999,37.248999999999995,1673.637
2019-02-06,32.97,31.631,1676.99
2019-02-07,26.52,23.467,1682.789
2019-02-08,32.342,10.265,1705.2350000000001
2019-02-09,27.627000000000002,7.759,1726.983
2019-02-10,19.152,7.094,1741.825
2019-02-11,16.162,7.311,1752.475
2019-02-12,15.378,17.201,1750.974
2019-02-13,10.839,21.859,1742.35
2019-02-14,6.2940000000000005,19.281000000000002,1733.368
2019-02-15,5.245,13.648,1729.047
2019-02-16,6.4559999999999995,11.985,1724.839
2019-02-17,6.407,8.58,1722.432
2019-02-18,5.468999999999999,1.751,1725.812
2019-02-19,4.24,4.728,1725.0320000000002
2019-02-20,2.6510000000000002,5.585,1721.754
2019-02-21,3.6180000000000003,1.61,1723.466
2019-02-22,2.852,1.565,1724.4879999999998
2019-02-23,3.177,2.03,1725.412
2019-02-24,3.404,1.561,1726.891
2019-02-25,2.8850000000000002,1.435,1728.069
2019-02-26,5.7,3.3289999999999997,1730.27
2019-02-27,7.528,1.6039999999999999,1736.001
2019-02-28,3.682,1.484,1737.915
2019-03-01,3.37,3.216,1737.748
2019-03-02,3.5789999999999997,1.455,1739.571
2019-03-03,3.7529999999999997,2.315,1740.6709999999998
2019-03-04,3.879,2.446,1741.8039999999999
2019-03-05,3.789,2.4499999999999997,1742.75
2019-03-06,2.868,1.571,1743.663
2019-03-07,2.714,4.136,1741.64
2019-03-08,2.391,1.598,1741.998
2019-03-09,1.7790000000000001,2.8419999999999996,1740.544
2019-03-10,2.216,1.422,1740.872
2019-03-11,1.359,2.826,1739.048
2019-03-12,1.361,1.271,1738.666
2019-03-13,1.61,2.9299999999999997,1736.865
2019-03-14,0.989,2.332,1734.779
2019-03-15,0.79,2.245,1732.857
2019-03-16,1.3619999999999999,2.419,1731.372
2019-03-17,2.659,2.6069999999999998,1729.673
2019-03-18,1.055,1.476,1728.683
2019-03-19,0.6749999999999999,2.493,1726.129
2019-03-20,1.432,1.42,1725.395
2019-03-21,24.111,5.653,1743.7430000000002
2019-03-22,75.48400000000001,24.353,1795.366
2019-03-23,34.757,26.511000000000003,1805.072
2019-03-24,28.845,17.604,1816.778
2019-03-25,18.228,19.744,1819.1889999999999
2019-03-26,21.081,18.317999999999998,1821.929
2019-03-27,16.307,18.721,1819.099
2019-03-28,13.139,16.341,1815.501
2019-03-29,8.951,14.700000000000001,1809.371
2019-03-30,4.57,11.393,1802.866
2019-03-31,4.817,4.478,1803.8990000000001
2019-04-01,5.044,2.461,1806.893
2019-04-02,5.678,2.729,1809.904
2019-04-03,5.261,3.1799999999999997,1811.362
2019-04-04,8.744,4.229,1815.448
2019-04-05,15.719000000000001,8.322,1823.008
2019-04-06,13.067,15.28,1822.051
2019-04-07,12.353,14.762,1822.085
2019-04-08,10.204,7.4159999999999995,1828.3339999999998
2019-04-09,11.317,13.29,1830.788
2019-04-10,10.219000000000001,9.687000000000001,1834.237
2019-04-11,11.398,8.094000000000001,1838.7359999999999
2019-04-12,8.393,9.862,1837.166
2019-04-13,7.337,8.21,1836.0
2019-04-14,4.344,7.4239999999999995,1832.53
2019-04-15,1.702,7.485,1826.135
2019-04-16,3.534,2.246,1826.8429999999998
2019-04-17,2.866,2.6390000000000002,1826.613
2019-04-18,4.418,0.971,1829.526
2019-04-19,1.601,2.955,1827.427
2019-04-20,1.72,2.8409999999999997,1825.689
2019-04-21,1.7570000000000001,1.52,1825.189
2019-04-22,2.421,3.2329999999999997,1823.301
2019-04-23,3.141,1.907,1823.982
2019-04-24,2.538,1.068,1824.733
2019-04-25,2.9450000000000003,2.059,1825.021
2019-04-26,1.241,2.127,1823.523
2019-04-27,1.262,2.3850000000000002,1821.71
2019-04-28,1.294,1.531,1820.595
2019-04-29,1.321,2.5749999999999997,1818.593
2019-04-30,1.871,2.653,1817.052
2019-05-01,1.3179999999999998,2.502,1815.03
2019-05-02,1.283,2.4299999999999997,1813.0510000000002
2019-05-03,1.428,1.287,1812.561
2019-05-04,1.411,2.322,1811.0420000000001
2019-05-05,1.953,2.0709999999999997,1810.109
2019-05-06,1.874,1.408,1809.817
2019-05-07,1.948,2.4259999999999997,1794.51
2019-05-08,1.3,2.372,1806.253
2019-05-09,1.279,2.6799999999999997,1804.014
2019-05-10,1.371,2.556,1802.011
2019-05-11,1.1849999999999998,2.489,1799.625
2019-05-12,1.034,2.4139999999999997,1797.196
2019-05-13,1.202,2.3729999999999998,1794.809
2019-05-14,3.4539999999999997,3.457,1794.196
2019-05-15,4.308,2.4,1795.5529999999999
2019-05-16,0.934,1.3980000000000001,1794.3719999999998
2019-05-17,1.1059999999999999,1.451,1792.961
2019-05-18,2.1719999999999997,3.774,1790.527
2019-05-19,1.206,2.83,1788.2150000000001
2019-05-20,0.846,1.312,1786.963
2019-05-21,1.1099999999999999,2.355,1784.924
2019-05-22,1.213,2.0989999999999998,1783.334
2019-05-23,1.4869999999999999,3.399,1780.617
2019-05-24,0.614,4.126,1776.85
2019-05-25,1.025,4.0889999999999995,1774.417
2019-05-26,16.249,6.902,1784.9660000000001
2019-05-27,49.626,29.389000000000003,1806.442
2019-05-28,54.082,38.854,1822.92
2019-05-29,12.028,22.657,1814.2079999999999
2019-05-30,5.571,12.447,1809.638
2019-05-31,5.554,7.209,1811.297
2019-06-01,6.734,9.318,1811.661
2019-06-02,4.412,10.176,1808.765
2019-06-03,3.791,11.579,1802.1380000000001
2019-06-04,0.626,6.401000000000001,1796.7350000000001
2019-06-05,3.958,4.7090000000000005,1796.28
2019-06-06,1.768,1.354,1795.699
2019-06-07,1.865,1.318,1795.2759999999998
2019-06-08,0.881,3.451,1791.5249999999999
2019-06-09,1.066,3.6309999999999993,1787.826
2019-06-10,0.726,3.1950000000000003,1783.8500000000001
2019-06-11,1.977,1.754,1782.941
2019-06-12,0.781,3.058,1779.649
2019-06-13,0.825,3.12,1776.155
2019-06-14,0.732,3.472,1772.113
2019-06-15,1.3,3.299,1768.904
2019-06-16,0.593,3.28,1764.971
2019-06-17,1.273,1.859,1763.271
2019-06-18,0.8779999999999999,2.827,1760.144
2019-06-19,0.6589999999999999,3.516,1755.958
2019-06-20,0.927,3.463,1752.296
2019-06-21,0.8079999999999999,3.682,1747.981
2019-06-22,0.719,3.495,1744.125
2019-06-23,0.9940000000000001,3.42,1740.415
2019-06-24,0.31,3.428,1735.955
2019-06-25,1.147,3.331,1732.489
2019-06-26,0.697,5.467,1726.23
2019-06-27,0.315,5.43,1719.964
2019-06-28,0.315,5.2139999999999995,1714.516
2019-06-29,0.666,5.3740000000000006,1709.997
2019-06-30,0.603,5.305,1705.1100000000001
2019-07-01,1.1689999999999998,5.447,1700.642
2019-07-02,0.364,3.669,1697.473
2019-07-03,1.47,4.066,1693.896
2019-07-04,2.053,4.134,1690.535
2019-07-05,0.764,3.7880000000000003,1686.075
2019-07-06,0.815,3.71,1681.608
2019-07-07,0.334,3.657,1676.809
2019-07-08,0.4,3.679,1672.008
2019-07-09,0.257,3.627,1667.145
2019-07-10,0.536,3.4859999999999998,1662.622
2019-07-11,0.46699999999999997,3.523,1657.9209999999998
2019-07-12,0.449,3.585,1653.225
2019-07-13,0.249,3.763,1647.978
2019-07-14,0.23099999999999998,3.874,1642.57
2019-07-15,0.34500000000000003,4.195,1637.04
2019-07-16,0.185,3.887,1631.653
2019-07-17,0.107,3.543,1626.282
2019-07-18,0.181,3.582,1620.641
2019-07-19,0.349,3.762,1615.666
2019-07-20,0.226,3.799,1610.601
2019-07-21,0.20800000000000002,3.688,1605.177
2019-07-22,0.369,3.903,1600.435
2019-07-23,0.236,3.735,1595.119
2019-07-24,0.191,3.682,1590.066
2019-07-25,0.241,3.669,1585.189
2019-07-26,0.246,5.336,1578.669
2019-07-27,0.11699999999999999,5.381,1571.798
2019-07-28,0.077,5.205,1565.112
2019-07-29,0.305,5.32,1560.077
2019-07-30,0.605,4.332,1556.401
2019-07-31,1.507,3.454,1553.934
2019-08-01,1.704,3.503,1550.319
2019-08-02,1.7389999999999999,3.539,1547.147
2019-08-03,1.2109999999999999,3.6870000000000003,1543.063
2019-08-04,0.588,3.812,1538.448
2019-08-05,0.257,3.799,1533.21
2019-08-06,0.7030000000000001,3.465,1528.987
2019-08-07,0.641,3.669,1524.605
2019-08-08,0.8190000000000001,3.73,1519.953
2019-08-09,0.6930000000000001,3.712,1515.771
2019-08-10,0.728,3.891,1511.557
2019-08-11,0.548,3.774,1507.152
2019-08-12,0.832,3.746,1502.992
2019-08-13,0.68,3.159,1499.285
2019-08-14,0.366,3.525,1494.625
2019-08-15,0.262,3.539,1489.861
2019-08-16,0.329,3.5349999999999997,1485.385
2019-08-17,0.461,3.3209999999999997,1481.305
2019-08-18,0.535,3.434,1476.999
2019-08-19,0.529,3.2430000000000003,1472.837
2019-08-20,0.121,3.447,1468.133
2019-08-21,0.959,3.313,1464.163
2019-08-22,0.644,3.273,1460.227
2019-08-23,0.8190000000000001,3.0500000000000003,1456.927
2019-08-24,7.175000000000001,3.1270000000000002,1460.056
2019-08-25,3.9619999999999997,4.069,1459.104
2019-08-26,3.872,4.127,1457.809
2019-08-27,3.533,4.404,1455.919
2019-08-28,4.099,3.791,1455.3419999999999
2019-08-29,9.216999999999999,4.603,1459.507
2019-08-30,6.41,6.068,1459.426
2019-08-31,2.057,5.88,1455.836
2019-09-01,9.858,16.137,1450.337
2019-09-02,16.961000000000002,11.331999999999999,1455.55
2019-09-03,7.774,14.631,1449.07
2019-09-04,2.896,10.992,1443.767
2019-09-05,4.797000000000001,1.317,1448.485
2019-09-06,7.344,2.4899999999999998,1452.801
2019-09-07,3.722,2.5069999999999997,1449.272
2019-09-08,1.823,2.584,1451.713
2019-09-09,3.2510000000000003,2.644,1452.067
